cascade1_bitstrings;cascade2_bitstrings;r1;s1;r2;s2;duration;total_tries;identical
010001000100111110100011100000110000010000100011010010001001011001100001000101001110100011101011000010001001001000100101000000101010101010100000110000011110010101111011000000110010001000100001011010001001101000001011,0111000001010010000100110100101101000011100001101000110011101011001111001001010000010101001101010100001111011011,00000100111100011010101101111100100101011000100101111101110110101000101000100100,000110100010101001111000001011111110011100111000,1101101101110010110101000011011010010010,001001000101100010011000,0100101011111000,10010100,00100010,10000000,00000100;111111010100000100000100000001000000011010100010110110110001110101110101100111010010000000101001100000110100110101000011010010000100100001000111000010101000000010101000001000001111000010110010000010110100001110100010,01100100001011101100001100111000100011000111000010111101011010001001001100110011011011001011100101011100,01010100110010000010110110100011111000101010110000010011000010110111010010100110,011111000011010100000010110101101010000100111101,1101001010101001011011110100011111100000,01010000101001110011111010000101,1001111000010010,00000111,01001000,00000001;50;100;50;100;0.009021997451782227;2;1
010010001001001010010010001010001111101010000000110100000000110101001101101010111101010010010010000010010010001001010011100101110000010000110101100010001001000001000100001000000000100100110010010000001010001000100010,00100010101001110000101101111111101100011011100010000110000000100110100110001001111101110001101101010000,010011100011100101111101000011001111100000000100011100110100101111001110,0111010111110000011000110010001010111110,1111001110010001101101110011110000110000,000110110000101000011011,001011110100010011011101,0000011001111001,01010100,10000001,01000010,00010000,00000100;010001101101101111010111000000001100101010100010110010000100111100101001100010100001000000000000010110110000101010100000000110100101001001101000011100000101000100011000001001110100110111101110001000001101111010011100,00111001101101000000111011111010010001000010011100100011111111101010010111110100010100100011110110100010,101011011001101010001000010001000010001001100101111011000100010111110110,10000111101001001110101001001100100100110000110010010000,11000100101010010000111011011011,1000101010000101,0100001101100011,01100110,00010110,00000100,10000000;50;100;50;100;0.00799250602722168;2;1
011110110011010001001100001010000111111110001100100000000100010000110001000111010101000111100000010001100110010101010010001000101110000000010010000010111010000000000010101111001100000000100000010000010110010001000001,1011111110100000000001101111100111101111000100010101010010000010111110101010000000001100010001111101110111010011,10000001010101011000110100111110101101100010111110101100010110001110100010111000,01101001101000101011101010010100001000001110110001101100,1101110101111000001011110000000000100101,10110100001010011000000100001111,011001001100010010001001,01100100,00101000,00011100,00001000;100110100010000110101100110100001000010010110001101000011010110101010000000000101110000101110010101110001010100000011010010011010010001000010101000001101000100010100001011011000001101100101010011101010000000110001010,111000100011101011001010110110011011010101100101000001010101010010001111001111010110011110011100100011001001111111011101,0001011010110100110011010110011110001010111011001111101000100100001011010101010101100100,1000110011101010011110100011110100010011110110110000001101010001,110001110001011111111001011011001000000000111100,1110111000100101010000000011101101101001,0011001001000100,11101101,1001000110000111,00001010;50;100;50;100;0.010540962219238281;2;1
001101001111001001100010100000101011010100001000110111001100000001000011011101000101001011000001011001011000010100001100001100011010011101100000011000000000010010100001011010001100110100000101100110000111000100000010,010011100100010001110100000101100111001000011110011000011010001101101110100011010101001001001101111100100000000110100111,11000100001000010001010000100111101111001111001011011101010100100011110101011111,101111001100100000110010010011011010000100001001111010101011110001010101,0001011010111010100010111000011001011110,0101001100100100100011001011110101110101,011010101011010110000100,0110001110001100,0100001010010001,10110000,00100001;011110100111100001000010011000000001111000000001001001010011000101000010011000101100000000100001000100010100011110010000100011001100010001001000100011101000001110000010000010000101001100110000000010001000101011110101,01111111111011010000001100011001101101010011100000001010101110111010000110100010011010100011100010001110,110010000110101010111001100110101000010111101001111101100100011100011010,0101110101011001010010110000010000100100001011111010110010110001,1101010000000011010111010111101011010100,01100000100010101101011001100100,010000100101100010011010,1011010100000000,01011010,01011000,00001100;50;100;50;100;0.009999752044677734;2;1
000000110100110000111010101101011010100000100011010000010000101100000000100000000001000000110000011011111100000100101000011000011011111010000011100110001000101100010000001111111011000100000010100001101010000101010011,11001011100110110010001000110010011001010010100011111010111000101100010010101101010100101111111010101100,01100100010111010100100010100001101001101010011110011100110101110011110111000100,11010010100011000000000011101100111101010101101101110010,0101010000110001101010010111101100110001,00001101010011110001000010011001,001011100110010001001011,1000100011010000,0000011000010101,10000011,01010011,00001000;110100000000100111000000001110000011110010001010010010100101101000000100010000011110010001001100011001010100110110000000001000101100111110001000001110000001000000100001000101000011100001100001001000000100001010011001,0111000010110000111101100011001101101100111100011001111001110011001111010101010001100001,11001001000110000101000000110001101010011001001000110001111001000101011111100111,000111000101011001011010111101010111001100000111,0010011101101001001011010101100000111101,110100001100010110110111,001110101000100001001001,1011010000001101,1010000000111011,11000100,01110100,01000110,00000100,01000000;50;100;50;100;0.009992122650146484;2;1
000100010010111000000010010111010101010011000110101100101000010011010100111100111000101101001010001000010000010100100010010010001100001110001000010100000100100010001010000000011000010001010000111101000101111000011000,11100001100010000110100100101011010100000111111000010101111110000010110000010111100010110000111101010111011101111100010111001111,10110011000111011010010100111111101100000100111000001010001000011011001000110001,00111110010111101101110010100001000100011010100110110110,01000101000111001111110111110100,01101010110101001000100101011000,111010011000100111100001,0111100000000010,0000000010011011,00011000,11000000,00100000;000011101100000100000001001001100001000100001000100000010111000100001011001001010000000100000110101001000000010001000001100000000100100010000010000010001001010110010101100101000010010101000100010000111010010010100010100111001010000001101101,0100110100000000010010010010010001001010010100101110010100010010101001111100100001101000110001000010100101101000,01000110010000000010100001101101010100011100100111001000001001010110001100000010,01011100000001000001010001010111,00110111000110001010010010000111,01010100,0010000100010111,00000100,00001000;50;100;41;97;0.013993978500366211;2;0
000011101100100100110111000000111000001001001111100000010010001000001101010000001010011000001100100000100110110100111101010101111000100000010000001000100111101000110100100010110010000010000000010111010111100000100101,10101010000100010010001111001100000111001100111011010010010111101110000001110100110001100111000011010101010100100111111001100110,1010110010010001100110010000000010000001111100110010101000110011,0011110000011010110011100011001010010100,11010010010101001001011000010011,1011001000110001,110110100001000010110110,01100010,1011000001001001;101000010100100100110000100000110010000101011000101000110001000100011010001101000001100000010111111110001101001101011110010110010010001000011000100100000011010111110011010000000000100100000111000110000100001000100011101100010000010000100001,01111110010101110100100100000010111101000010111100011101111001100110101100111011011000110111100111111101,101001000000111101111011011001010000110110001011101111101110100111000001010100111110101011101001,001001101100011010111111000111010101111010110000,10011111010101010000100001111111101100100101011000111011,101100000001011010011110,101010011010100101100110,1001011010111111,010000100110110011011100,10101011,0010100010100110,01000000;50;100;58;110;0.009999513626098633;2;0
010100101000000101100100000111100011010000001011001010010110011110000111011010100101101100001010011101001011010011010110000111100011010100000101000001101000000100011011000000001000000010100001000000110000010000011100,011110001001010101011110000101110011001011101001101001001001011000010000110010100101011001000111101111111001011011110000,100001101101111111101101101100100011111000010101110101100000111110001011,0111010101110010100011100110100111001010010000100011000110011000,01111100111110010110111000100001,0001001011000001011010011001001100001111,1011100000111010,0101011010010111,1001000100110100,01010100,11000110,00000111,01000100,10000010;00110001100111100010100000000110100010011010000000001010010010110010001000100010000001001100010000001001111010101001110001110110101001010010001101000000100101010110011100000010000100010101101000010010001000000011100000011000001000011101111000011110,1000011001111001011001110011000110000011011100100100000001010010000001011000100011110001011001110000100001101111000101100111001100000010,11110011010010011110001001000001001100100000001100101100001111101000111000001111,001101001010000010101000110010011100010011001011111111000010100011010001,00010010001001110010000110111000,10001100100111001000011010011000,01001101,11001010,01000000,00010001;50;100;46;93;0.009996414184570312;2;0
110011100100000011101001000000000001010000001001110000000001111000000110110101000100001100000100110111110011001100001001110100010000010011000011001101010100010010110100101000000000100000001100010010100010100110000010,10100111010001111010000111111111101000101001100011101111101110110000000010011000110010100111101010111110,0000010110110110000101001101001100101011001011010110100101011010011010010000010111100001,0000010000111011000000010101010011011111,0111111011100011010100001110000001101100,101110010001100100110010,000011100001011110001100,10101000,00010110,01000000;01011101001101010001110100010111001001100011000100000000000111001000100001100110000010100111010010110100010001010011001010100011111001011000000101000010101111000000100000110000101101000111011100000000000110000010000000010000,0100100110010111010110000000110010110001100000000101111000010010110111001000011011100001100010001010000100100110,0101101111001111100011001000000110010000101011000010001100001100,111000100110100000111001110100000000001100001001,00101000101010101110010000011011,1010110000101101,000001100111001001011000,01011100,0110000000000111,10000001,10001010,00100000;50;100;51;119;0.00900125503540039;2;0
000100010010111010111111011100000110000000100001101010011010011001100000000001000000010101010001101000000000110000110101110000001000000000011100110011000111000100000110000000011011000011100111000101010001111110110010,1110010100110011111110101110111100000100010100111100101110010011100010110110000001100001011101100011001010010000,0100010010110010101101110001111001100101110100001001100000101001,01001000111011010110001101011110001000001101101110000110,1010000001010110010001100110100101011001,000101010000111010111001,010000000100011101101100,01100001,00011001,00000100;101000101010000001001001000110101101010001000110001100011001100100111001010101001011000110000100100000010010000111110011001100011110001000111001100011110000110001010001000000001010011001010010101100100000001100000000010010100000000000000000,1100111111110101101000010010001010100101010101010100000100101101101110111111001111010010111110000010110111001101,0010010000000011011001111110011001001101101100011100111001011111011100111100000100000001,11001100111011010100001101110011110010000111110010110110,111101010000000110010010101001110111001101011101,01101010011011000101000011100010,001100001000110001000101,10010001,10011001,10001001;50;100;59;117;0.009001493453979492;2;0
