concatenated_bitstrings;num_included;num_excluded;duration;tries
001100111001111000101000001011101011010101001001000101000000010101011001010010000010111101101100100110000100000001001001101101100001000000000001011010111100001100000110001000101001000110001001011110110001010000111001,0110100000001001110010100110000101000001100101100000100110011011001101001100111011111011100110100100110011111000,010110011101110011000100111100110100001101000000010011101110101010110100,1001111111000101111111000101010101000100110110000001100001001010,0111011000011100110100010110001000111100,01011100011111101100000000100101,000100111110000010110010,100110001100010111001000,0010001000101010,00110100,00101100,00100100,00001000;50;100;0.005212545394897461;1
110000100001101111000000000110101100100000011100100000010100100000100100000000101110010111100010110100111010110011100001101100000010000010100000010000100110000000110010111110000001110000000100000000101010010000001001,00011010101010100010110101100001111111000111011100110111011010001111010001010000011111011111100110110001,1010111011101111100010000111001011000011101011001000001011100101110011111110010011001000,10010110010011110110010000110001000110000110100100010110,1011001101100000100010010111011000100101,11101110001000010100000111111000,101010001100000110001010,010110000100101101000001,10101001,01100010,00000110,01000000;50;100;0.005036830902099609;1
110010100001010000101001001110110000010010001001101001011010010001100100001010100101100101001011100100001000001011000100100010011101111010100001010000110000100000000110010010001110100100000110001101100010000001001010,1000001010010001010101010110000000110001000011111100000101011001011001101000011110101110101111101100010100110101,0100011001110001110010100010110010110110110101100010110111110100,10100011110001000110010010110001000101010100101001111001,00010000111000101101100010111111,01100110101000011001010001110001,1001001101001101,0110010001000001,10001001,00000100,00000001;50;100;0.006044149398803711;1
001000001000000101010001001111010000101001000111000100000011100001000001001010000010101001000100111100001110110001010100001101011100010110001100100100011010000101000000001101101000010001000100011010110001010000000001,11101100110010011100000010000010000101110100100010110011111111001110001011101000100000001010111001101001,11001111011001011000001001000101111001111111110001111001100101000101101000110101,1011110011011010001111101010110110100100101100101000101001010100,11000110000110111001011100011101000101001000001010100001,01000010010111000011100110100000,0010101001010010,11111000,0110010101110000,01110001,10000001,00101100;50;100;0.00403141975402832;1
100000001100010101011001100000011001100010101001000111100011011000001000001000000101111101001001000000001100111011111001101101100001110010000000101001010000000101000010100001001010110000111100010000000011110010000100,001101011100010011111011101001100101100000110001110110101000111101001001011000001000111101000111,010000101010001010000100011011000010011101011101101001000111000111010111,00111001100101100110100100111110001000111000100101000000,10110110110110011000111101100110,1000100001111001010000010101100101100100,0011011101001100,1011001010011000,00010111,00000001,00010000,00000010;50;100;0.004580259323120117;1
011110010000000001101000010000010110100011101000000000000101110000000010000001000001001110111101001101001110010001000110000001010100010010100110000010100010100000101010011110101001000111011000000000001010000001001001,111111010000110001011101011101011100101000001101001110001001100011101010100101010110111000101110101101100111110000000000,1101000100000111100011011101000010000001100011001111101111001100111110111011100100010100,01100001110000110110100100010001101011111010011001101000,00101100110011101100000010111010,1111111010010011,010000011101000100111111,00100011,11100011,10000011,00011100,10000000;50;100;0.00503993034362793;1
010100001111100010001000100111001000101000101110111110010001100010101000000010011011001100110010100111001001001000011000010011100111011110010000100010000010100000000000000011100011010100111000000100100000001001001000,00001001000110100011010000001010010111011000001110111011001111000000110111110101110010110101100101001100,0111010010010011100110010001110111110000111001011110000011110100,111100000000010010011111110010010111000110100010,00100100000111011011001101101111,01011100000100111000001010001111,0001001001000110,1001011001000101,10100011,10110100,01000010,00000010;50;100;0.008092164993286133;1
101000010000001000011000101011010010001100001101100100001000110100101000010000110000000100011001101011011010100001100000100100100011101010110010000111011001011000000001000101011110000001000000000100101100000100101101,110100001011111110011100000000001000000101000101110100001101000011101100101110111000110110101011001010111110010011011110,10100110010100011100111001001000011100001110011011110010010010101010010101010010,1011100010000101010011100111000010111010101111110100100011000011,0011011101001010010110111010001111000001,10100110011000001010011100111011,110110000010001111100100,0001000011111011,0010010110001100,00111011,10001110,00010011,10000100;50;100;0.00701594352722168;1
001001111010001000110000101110001100000100011010110000101111110000010010110000100001001000100001011001000101010000001001000110001110110101100000000001100000101001100001001010011011101010000101000100100010110110010110,100100110011010110001110101010110011011111111111011000111010011100001010010000011110001110000110,0001111010110100111001001001000100010101001011101011010001100000101111101101011101101001,001101100101101000010101100101100110101110101010,11100000100110010100001101010100111010010000001101011101,011000000000111010100001,1100001011010001,10011101,0000011011011100,00000001,00000010;50;100;0.005995988845825195;1
010110100000001000010101000100100110000100000101001100001110000100100111011100111000001000110001000000100101100101001001000010001101110111001111000101011011000000010000010000000000010011101001001100011000100110011000,0000001110001011000000011110001100111111001101111100111111000011000101111001111000110110011111000110100000110001,1101011011100010010000000001100101110011100001001110010010110011001110010101001100111101,101000111101011110011000111011010010010000100001,110001011110010111101000010110010000010000000011,101110001101001001001011,101000001010000011101001,1101000110101000,00101001,10000001,11000010,00100000;50;100;0.006063699722290039;1
