concatenated_bitstrings;num_included;num_excluded;duration;tries
000101110000011100010011100000001000010101000100101011011000010101000001000010011011000111001010011000101110001100100001110100000101101001100101000101101011010100000000010000010101000011000011100100001010010000010000,01010011100010010110010011000111011110000010000110111110011000011001011000010101110011000001111000101011,0010011101100110010010010001000101110110000000010011100111000010,0011010011110011100111101011001000101100,11001100001010100110111011000111,101101111101001110100000,110011100000001111000100,10110110,0000001001010010,01001000,00001000;50;100;0.004532575607299805;1
000000101000111000001011000011001001001001001111111101110110010000010110100001010000000000111100011110010101000111111100000001001000000000000010001010000001001101100000100000100000111110101011110100000010100001000000,0100010010000011100111000111110000110111001110111010111101000011111100101100000101100110111100000101101110011111,1110001011010011011100000100010010100100000100011010001100111001010100101110111000011010,10100011100100010011110111110001100101010001101100110111,0110100100110101001110000001111010101011,101010011100101000011010,000111111110111000001100,1100000000101110,1011010000000100,01000010,00000010;50;100;0.0050852298736572266;1
000000111011000100000011101100010010100001000001101100111000110000000001000010001000011010000111100110110111100101010011010111100110000001000100100000000001010111011000000010101111001001000000010100100100010001101010,101011110011101010101011001101110000000011100111010110010000100001001100100011111000000000001111101111101110001010010000,010011000111100001100011000010110111011000010110010101110001100111011110,1001110100100110101011000010010001011001010011011011110001100001,1100011100000100100010101100111001101000,000011000101001111100011,1101111100110000,0011010001101011,00111110,01000111,01101001,00111000,00000010;50;100;0.005530118942260742;1
010100001010010001010100111010011000110001011001000000000010001101101000000100010000100011000011100011010100001110111011001101100010001110010011001000101000100000010111000100101000101110010001101110000101000001100101,1001011000010110111010000000111001011111001100100010000100111001101001010000100000100000001110101011001111101011,1101001101101111110101010101100011000001100101110000010011101111,1101111001101011111100110010101010110011011101100110001010011000,0011110101101100001111010010101111001110,1010101111010010010100101111100111100010,000010111010101000011100,0110100011011010,0000100010011001,01010011,00001010,00000100,00010000,00000001;50;100;0.006083011627197266;1
101001100010101010101110000100010100010100100000100000010010001000000010000000100001010000010000001110001010000010111011000111001100101110010011010000000001100110100101000011000001101110011100100001011100010011110110,0010000100100100111010011011111010011011011001000011011101001010011101101101101101001010101000101010001100101001,0111101001000000001010001101101110001111001111101111011111001111,00100010000101100011010110010010111010011110011101111000,0001001111011001011010100100001000111001,000110111111010000101100,010110000100001101011110,0110000010011110,01100010,01110000,00100000,01010000;50;100;0.004529714584350586;1
100001000100110000101000000101001101000010001000100000110101000000111101110101111000000000001010001001000101000110000101100000000001110101001010010111010000001000001000010001011010111001010111011000011100011100000001,111000111010000011100011011111110001011011101100001100001010010101011000001001011101001101101101,11001011100111011100100001010011101010010100011000000010100110010111111111110000,1001111100010100101001010011001000110000,1000101001001101000000101100010011011110,100111101000101010011001,0110000110100111,01010100,10001101,01010001,00100000;50;100;0.005577802658081055;1
100000101101001000000011000000111101000010001110001001001000011100000101100001010101110010101110011100010110001010000100001001001000101100001001001011111011000010100001011100110100001001010000000000010100000001000000,00110110010000111001010000001000110110011001101010111111000000110011001111100111000111100100110110011001,10100100000000110010000111111001110101110011000000010110001111001111110001111000,001000011010111100010011101000001100111010110010,1101000001001101101010000011011000100101,101011000001010100101110,1000011010111001,0001101100000101,01001010,01001101,10000001;50;100;0.009082794189453125;1
001000100110000010000001110100011101001101111100011100011001101000010001001001101100000001000001100100010110001110011000111001100101000010010101010100110001100000001010111010000000101001001010010110000110100000010100,101010001001111101101110000011001010100101011101010101111011101000110000010101101101100000000000010100001111100100101101,00000111110101001110110010110101100100111001100111110000,1110010000111010101001001101101100100101000110101110100111100011,11001001101111111111000101000001,0001101010100000010011111010111001011001,011111101100000010100000,000110101111000110111010,1110000011001010,10001101,00100000;50;100;0.004526853561401367;1
001000000000000010010110001100001110110000101010010010000011100100100110100010110010001001110010010100010001000110011001001010010000100100100101101100000100110001100000001000000000000100011000110000011101001111000011,0010111110110100110001111010000010111110001101010100001101111000000101010101000011110000,100000101000011110100010111100101110011000011100011000011111110010001001,001111000001110010011001011001111110011000111001,10000010011001000101110011111110,100010010001010101101110,010010001011000011101001,10011010,1110010111100110,11001000,01000000,00010000;50;100;0.006566047668457031;1
011000011000000000100010001000001100010000110000000010100100000001010110100011010011011011011110110000101000010010001011001000100110000001111001001000001000111101011001000111001101110001000000010001000010001111011000,001010000100010100010011101100011111101111110100111100000011010100110110111101000001011000101110010110110010001010011100,01011000001100011100100111001111111101001011100010111101001001100110000000001011,001111011010100000011110111001000000110100011101001000100010100010101111,1110010100010100011110110010101100010000,00001001111101000010011000101110,1100101000011101,000111111110100000010011,11101000,10100001,00001000,01000000,01000000;50;100;0.004526615142822266;1
