r;s;rhat;p;k;duration;bitsize
20000;40000;80000;0.5400000000000001;1;2.827197313308716;458672
20000;40000;80000;0.5600000000000002;1;2.7398838996887207;458528
20000;40000;80000;0.5800000000000002;1;3.32124400138855;461872
20000;40000;100000;0.02;1;3.075942277908325;962760
20000;40000;100000;0.06;1;3.2635371685028076;832760
20000;40000;100000;0.04;1;3.5540730953216553;882224
20000;40000;100000;0.08;1;3.247495174407959;795160
20000;40000;100000;0.1;1;2.8577029705047607;766352
20000;40000;100000;0.12000000000000001;1;2.8417069911956787;742136
20000;40000;100000;0.14;1;3.528777837753296;722504
20000;40000;100000;0.16;1;3.059493064880371;706192
20000;40000;100000;0.18;1;3.727865695953369;689424
20000;40000;100000;0.19999999999999998;1;2.9565000534057617;675048
20000;40000;100000;0.21999999999999997;1;3.058561086654663;663304
20000;40000;100000;0.23999999999999996;1;3.196545124053955;652344
20000;40000;100000;0.25999999999999995;1;3.6977458000183105;641560
20000;40000;100000;0.27999999999999997;1;3.726288080215454;632648
20000;40000;100000;0.3;1;2.7929201126098633;623048
20000;40000;100000;0.32;1;3.694448947906494;617104
20000;40000;100000;0.34;1;3.2707929611206055;607464
20000;40000;100000;0.36000000000000004;1;3.738753080368042;602656
20000;40000;100000;0.38000000000000006;1;3.754103183746338;596560
20000;40000;100000;0.4000000000000001;1;3.646751880645752;590976
20000;40000;100000;0.4200000000000001;1;3.3658571243286133;585712
20000;40000;100000;0.4400000000000001;1;3.0565125942230225;581408
20000;40000;100000;0.46000000000000013;1;3.8033368587493896;579008
20000;40000;100000;0.48000000000000015;1;3.492445945739746;576008
20000;40000;100000;0.5000000000000001;1;3.871772050857544;573504
20000;40000;100000;0.5200000000000001;1;3.5626277923583984;573976
20000;40000;100000;0.5400000000000001;1;3.4197678565979004;572856
20000;40000;100000;0.5600000000000002;1;3.508301019668579;574400
20000;40000;120000;0.02;1;3.5674819946289062;1155248
20000;40000;100000;0.5800000000000002;1;4.007472991943359;576040
20000;40000;120000;0.04;1;3.3782799243927;1057504
20000;40000;120000;0.06;1;3.6636412143707275;997512
20000;40000;120000;0.08;1;3.9181997776031494;951792
20000;40000;120000;0.1;1;4.026012182235718;918512
20000;40000;120000;0.12000000000000001;1;3.9174137115478516;891344
20000;40000;120000;0.14;1;3.9408397674560547;866568
20000;40000;120000;0.16;1;3.800915002822876;845776
20000;40000;120000;0.18;1;3.662123203277588;827128
20000;40000;120000;0.19999999999999998;1;3.9210097789764404;811760
20000;40000;120000;0.21999999999999997;1;4.040292739868164;795992
20000;40000;120000;0.23999999999999996;1;4.053323984146118;783216
20000;40000;120000;0.25999999999999995;1;4.2056708335876465;770552
20000;40000;120000;0.27999999999999997;1;4.077364921569824;760248
20000;40000;120000;0.3;1;4.164525032043457;747184
20000;40000;120000;0.32;1;4.047891139984131;738576
20000;40000;120000;0.34;1;3.87713885307312;730016
20000;40000;120000;0.36000000000000004;1;3.974276065826416;723576
20000;40000;120000;0.38000000000000006;1;4.03178071975708;716224
20000;40000;120000;0.4000000000000001;1;4.251964092254639;708384
20000;40000;120000;0.4200000000000001;1;4.0491719245910645;703016
20000;40000;120000;0.4400000000000001;1;4.137343883514404;699264
20000;40000;120000;0.46000000000000013;1;4.076696157455444;695048
20000;40000;120000;0.48000000000000015;1;4.04237699508667;691528
20000;40000;120000;0.5000000000000001;1;4.543015956878662;688736
20000;40000;120000;0.5200000000000001;1;4.398558139801025;686960
20000;40000;120000;0.5400000000000001;1;4.4945268630981445;688736
20000;40000;120000;0.5600000000000002;1;4.447351694107056;688616
20000;40000;140000;0.02;1;4.437583923339844;1348824
20000;40000;140000;0.04;1;4.43079400062561;1231344
20000;40000;120000;0.5800000000000002;1;5.091307163238525;691072
20000;40000;140000;0.06;1;4.054748296737671;1162240
20000;40000;140000;0.08;1;3.8662290573120117;1111496
20000;40000;140000;0.1;1;5.013321876525879;1073144
20000;40000;140000;0.12000000000000001;1;4.377386093139648;1039000
20000;40000;140000;0.14;1;5.315690040588379;1010880
20000;40000;140000;0.16;1;4.241026163101196;988680
20000;40000;140000;0.18;1;5.563900947570801;963520
20000;40000;140000;0.21999999999999997;1;5.930022716522217;928776
20000;40000;140000;0.23999999999999996;1;5.939535856246948;914120
20000;40000;140000;0.19999999999999998;1;6.32822585105896;946216
20000;40000;140000;0.25999999999999995;1;6.0166661739349365;899040
20000;40000;140000;0.27999999999999997;1;5.5678489208221436;885888
20000;40000;140000;0.32;1;6.0748291015625;862960
20000;40000;140000;0.3;1;6.516176223754883;872664
20000;40000;140000;0.34;1;5.28881311416626;853296
20000;40000;140000;0.36000000000000004;1;5.035279035568237;842624
20000;40000;140000;0.38000000000000006;1;4.498178958892822;835008
20000;40000;140000;0.4000000000000001;1;5.898895978927612;828608
20000;40000;140000;0.4200000000000001;1;6.291215896606445;821544
20000;40000;140000;0.4400000000000001;1;6.674145936965942;816680
20000;40000;140000;0.46000000000000013;1;5.163250923156738;810536
20000;40000;140000;0.48000000000000015;1;5.828743934631348;807424
20000;40000;140000;0.5000000000000001;1;6.267855167388916;804312
20000;40000;140000;0.5200000000000001;1;6.1928791999816895;804568
20000;40000;140000;0.5400000000000001;1;6.08978009223938;801848
20000;40000;140000;0.5600000000000002;1;5.874599933624268;803000
20000;40000;160000;0.02;1;4.681500196456909;1539736
20000;40000;140000;0.5800000000000002;1;5.853737115859985;806640
20000;40000;160000;0.04;1;5.356281042098999;1411192
20000;40000;160000;0.06;1;5.874383926391602;1327264
20000;40000;160000;0.08;1;5.347568035125732;1271192
20000;40000;160000;0.1;1;5.32971978187561;1224656
20000;40000;160000;0.12000000000000001;1;4.969776153564453;1188296
20000;40000;160000;0.14;1;6.032777309417725;1156256
20000;40000;160000;0.16;1;5.828618049621582;1129416
20000;40000;160000;0.18;1;5.984624147415161;1104848
20000;40000;160000;0.19999999999999998;1;5.136024713516235;1082336
20000;40000;160000;0.21999999999999997;1;5.128827095031738;1062448
20000;40000;160000;0.23999999999999996;1;5.925652980804443;1044696
20000;40000;160000;0.25999999999999995;1;5.778976202011108;1029152
20000;40000;160000;0.27999999999999997;1;5.711372137069702;1010208
20000;40000;160000;0.3;1;5.3438169956207275;997640
20000;40000;160000;0.32;1;5.249776124954224;986176
20000;40000;160000;0.34;1;5.431782007217407;973872
20000;40000;160000;0.36000000000000004;1;5.815903902053833;962880
20000;40000;160000;0.38000000000000006;1;5.958707094192505;952840
20000;40000;160000;0.4000000000000001;1;5.26229190826416;944864
20000;40000;160000;0.4200000000000001;1;5.8821539878845215;938880
20000;40000;160000;0.4400000000000001;1;5.78462815284729;930968
20000;40000;160000;0.46000000000000013;1;6.401366710662842;926448
20000;40000;160000;0.48000000000000015;1;6.585215091705322;921816
20000;40000;160000;0.5000000000000001;1;6.712414026260376;918816
20000;40000;160000;0.5200000000000001;1;6.251557111740112;918576
20000;40000;160000;0.5400000000000001;1;5.720070123672485;919128
20000;40000;180000;0.02;1;5.442957878112793;1735232
20000;40000;160000;0.5600000000000002;1;7.142889976501465;918584
20000;40000;180000;0.04;1;5.523313999176025;1584936
20000;40000;160000;0.5800000000000002;1;6.665247201919556;922168
20000;40000;180000;0.06;1;5.866071701049805;1495344
20000;40000;180000;0.08;1;6.053736925125122;1429616
20000;40000;180000;0.1;1;5.749974966049194;1379528
20000;40000;180000;0.12000000000000001;1;6.535282850265503;1336576
20000;40000;180000;0.14;1;6.341930866241455;1301216
20000;40000;180000;0.16;1;5.63730001449585;1267104
20000;40000;180000;0.18;1;7.109340190887451;1239488
20000;40000;180000;0.19999999999999998;1;7.165411949157715;1217672
20000;40000;180000;0.21999999999999997;1;5.487540006637573;1193120
20000;40000;180000;0.25999999999999995;1;6.545902252197266;1156584
20000;40000;180000;0.23999999999999996;1;7.207814931869507;1175880
20000;40000;180000;0.27999999999999997;1;6.189399003982544;1138360
20000;40000;180000;0.3;1;7.207741022109985;1123936
20000;40000;180000;0.32;1;7.466889142990112;1109000
20000;40000;180000;0.34;1;6.190396785736084;1097152
20000;40000;180000;0.36000000000000004;1;6.8326520919799805;1083584
20000;40000;180000;0.38000000000000006;1;6.910867929458618;1072848
20000;40000;180000;0.4000000000000001;1;6.795123338699341;1063288
20000;40000;180000;0.4200000000000001;1;6.852708101272583;1055664
20000;40000;180000;0.4400000000000001;1;6.993784666061401;1048256
20000;40000;180000;0.46000000000000013;1;6.0384368896484375;1041592
20000;40000;180000;0.48000000000000015;1;7.121631145477295;1037448
20000;40000;180000;0.5000000000000001;1;7.457308053970337;1032584
20000;40000;180000;0.5200000000000001;1;6.7329490184783936;1032416
20000;40000;180000;0.5400000000000001;1;7.293578863143921;1032192
20000;40000;180000;0.5600000000000002;1;6.357616186141968;1032384
20000;40000;200000;0.02;1;6.279822826385498;1931336
20000;40000;180000;0.5800000000000002;1;6.905364990234375;1036192
20000;40000;200000;0.04;1;6.530222654342651;1762088
20000;40000;200000;0.06;1;6.839610815048218;1657992
20000;40000;200000;0.08;1;7.163919925689697;1591392
20000;40000;200000;0.1;1;6.897839784622192;1530416
20000;40000;200000;0.12000000000000001;1;7.8613600730896;1485800
20000;40000;200000;0.14;1;7.148266077041626;1442952
20000;40000;200000;0.16;1;6.582141160964966;1412376
20000;40000;200000;0.18;1;6.60529899597168;1379424
20000;40000;200000;0.19999999999999998;1;6.754702091217041;1350984
20000;40000;200000;0.21999999999999997;1;6.303568124771118;1326632
20000;40000;200000;0.23999999999999996;1;7.563860177993774;1306952
20000;40000;200000;0.25999999999999995;1;7.727370977401733;1284544
20000;40000;200000;0.27999999999999997;1;7.178085803985596;1264400
20000;40000;200000;0.3;1;8.23626708984375;1247920
20000;40000;200000;0.32;1;8.423954010009766;1233376
20000;40000;200000;0.34;1;8.293046951293945;1217152
20000;40000;200000;0.36000000000000004;1;7.645281791687012;1206064
20000;40000;200000;0.38000000000000006;1;8.428561925888062;1193368
20000;40000;200000;0.4000000000000001;1;7.809080123901367;1183056
20000;40000;200000;0.4200000000000001;1;6.63633918762207;1172088
20000;40000;200000;0.4400000000000001;1;8.454075813293457;1163056
20000;40000;200000;0.46000000000000013;1;6.768963813781738;1157472
20000;40000;200000;0.5000000000000001;1;9.035104036331177;1147320
20000;40000;200000;0.48000000000000015;1;9.244733810424805;1151880
20000;40000;200000;0.5200000000000001;1;9.132434129714966;1147432
20000;40000;200000;0.5400000000000001;1;7.824141025543213;1146168
20000;40000;200000;0.5600000000000002;1;9.565613031387329;1147400
20000;40000;200000;0.5800000000000002;1;8.872213125228882;1151864
20000;40000;220000;0.02;1;7.8089821338653564;2120016
20000;40000;220000;0.04;1;7.717706918716431;1934080
20000;40000;220000;0.06;1;7.209367752075195;1824552
20000;40000;220000;0.08;1;7.207373142242432;1746976
20000;40000;220000;0.1;1;7.912137031555176;1684032
20000;40000;220000;0.12000000000000001;1;7.33535623550415;1635416
20000;40000;220000;0.14;1;7.548144817352295;1588104
20000;40000;220000;0.16;1;7.4370198249816895;1551624
20000;40000;220000;0.18;1;8.239643812179565;1518680
20000;40000;220000;0.19999999999999998;1;8.328660011291504;1488840
20000;40000;220000;0.21999999999999997;1;8.177803993225098;1460160
20000;40000;220000;0.23999999999999996;1;7.676455974578857;1434736
20000;40000;220000;0.25999999999999995;1;8.228677988052368;1412680
20000;40000;220000;0.27999999999999997;1;8.29994010925293;1390160
20000;40000;220000;0.3;1;8.160737991333008;1373256
20000;40000;220000;0.32;1;8.435400009155273;1354384
20000;40000;220000;0.34;1;7.844199895858765;1339096
20000;40000;220000;0.36000000000000004;1;7.707104921340942;1327640
20000;40000;220000;0.38000000000000006;1;8.145899057388306;1311872
20000;40000;220000;0.4000000000000001;1;8.029547691345215;1299880
20000;40000;220000;0.4200000000000001;1;8.468928813934326;1289632
20000;40000;220000;0.4400000000000001;1;8.174521207809448;1279856
20000;40000;220000;0.46000000000000013;1;8.270955085754395;1273008
20000;40000;220000;0.48000000000000015;1;7.94130802154541;1268160
20000;40000;220000;0.5000000000000001;1;8.332666873931885;1263552
20000;40000;220000;0.5200000000000001;1;8.79404091835022;1260776
20000;40000;220000;0.5400000000000001;1;9.247299909591675;1262608
20000;40000;220000;0.5600000000000002;1;9.559189796447754;1261624
20000;40000;240000;0.02;1;7.886855125427246;2310504
20000;40000;220000;0.5800000000000002;1;9.552490234375;1267344
20000;40000;240000;0.04;1;7.710741996765137;2111768
20000;40000;240000;0.06;1;7.885058164596558;1991792
20000;40000;240000;0.08;1;8.329926013946533;1905176
20000;40000;240000;0.1;1;8.502608299255371;1837432
20000;40000;240000;0.12000000000000001;1;8.234938144683838;1779256
20000;40000;240000;0.14;1;8.453551054000854;1731448
20000;40000;240000;0.16;1;8.483181953430176;1693536
20000;40000;240000;0.18;1;8.84295105934143;1654976
20000;40000;240000;0.19999999999999998;1;8.54994797706604;1623808
20000;40000;240000;0.21999999999999997;1;8.460732221603394;1592888
20000;40000;240000;0.23999999999999996;1;9.171033143997192;1565856
20000;40000;240000;0.25999999999999995;1;8.248336791992188;1539088
20000;40000;240000;0.27999999999999997;1;8.268671035766602;1517760
20000;40000;240000;0.3;1;9.815701961517334;1498280
20000;40000;240000;0.32;1;9.379162073135376;1475456
20000;40000;240000;0.34;1;9.73073697090149;1458840
20000;40000;240000;0.36000000000000004;1;10.172307014465332;1446544
20000;40000;240000;0.38000000000000006;1;10.056210994720459;1432744
20000;40000;240000;0.4000000000000001;1;9.102976083755493;1418304
20000;40000;240000;0.4200000000000001;1;8.789798736572266;1409304
20000;40000;240000;0.4400000000000001;1;9.891016244888306;1398544
20000;40000;240000;0.46000000000000013;1;10.078099966049194;1390272
20000;40000;240000;0.48000000000000015;1;9.689804077148438;1382344
20000;40000;240000;0.5000000000000001;1;9.655904054641724;1379024
20000;40000;240000;0.5200000000000001;1;9.628818988800049;1375088
20000;40000;240000;0.5400000000000001;1;8.976856708526611;1375280
20000;40000;240000;0.5600000000000002;1;10.590175867080688;1376288
20000;40000;260000;0.02;1;9.029258966445923;2505752
20000;40000;240000;0.5800000000000002;1;11.363422155380249;1382344
20000;40000;260000;0.06;1;8.67763376235962;2157792
20000;40000;260000;0.04;1;9.180605411529541;2288032
20000;40000;260000;0.08;1;9.628432750701904;2062320
20000;40000;260000;0.1;1;9.401339769363403;1992800
20000;40000;260000;0.12000000000000001;1;9.570810794830322;1932008
20000;40000;260000;0.14;1;9.08574628829956;1879936
20000;40000;260000;0.16;1;8.946053981781006;1834008
20000;40000;260000;0.18;1;9.678727865219116;1794184
20000;40000;260000;0.19999999999999998;1;9.881371021270752;1757560
20000;40000;260000;0.21999999999999997;1;9.620664119720459;1723424
20000;40000;260000;0.23999999999999996;1;8.71592903137207;1698120
20000;40000;260000;0.25999999999999995;1;9.063679933547974;1667152
20000;40000;260000;0.27999999999999997;1;8.823555946350098;1644808
20000;40000;260000;0.3;1;9.817482233047485;1622160
20000;40000;260000;0.32;1;10.21447491645813;1602360
20000;40000;260000;0.34;1;9.215157985687256;1583296
20000;40000;260000;0.36000000000000004;1;8.995599031448364;1564952
20000;40000;260000;0.38000000000000006;1;9.621872186660767;1549272
20000;40000;260000;0.4000000000000001;1;10.39832091331482;1534288
20000;40000;260000;0.4400000000000001;1;10.461436033248901;1514896
20000;40000;260000;0.4200000000000001;1;11.056197881698608;1526744
20000;40000;260000;0.46000000000000013;1;8.955878019332886;1503152
20000;40000;260000;0.48000000000000015;1;9.433501958847046;1498944
20000;40000;260000;0.5000000000000001;1;10.772247791290283;1494440
20000;40000;260000;0.5200000000000001;1;10.81923508644104;1490480
20000;40000;260000;0.5400000000000001;1;10.926612854003906;1489776
20000;40000;260000;0.5600000000000002;1;9.349488019943237;1490448
20000;40000;280000;0.02;1;8.092060804367065;2697256
20000;40000;260000;0.5800000000000002;1;9.946912050247192;1497312
20000;40000;280000;0.04;1;9.659301042556763;2463120
20000;40000;280000;0.06;1;9.377989053726196;2322472
20000;40000;280000;0.08;1;8.098355054855347;2221184
20000;40000;280000;0.1;1;10.105132818222046;2142504
20000;40000;280000;0.12000000000000001;1;9.302908897399902;2078896
20000;40000;280000;0.14;1;9.952758073806763;2020376
20000;40000;280000;0.16;1;11.12936806678772;1976744
20000;40000;280000;0.18;1;8.866533994674683;1930904
20000;40000;280000;0.19999999999999998;1;10.756547927856445;1892384
20000;40000;280000;0.21999999999999997;1;11.93949007987976;1859480
20000;40000;280000;0.23999999999999996;1;11.506104230880737;1824976
20000;40000;280000;0.25999999999999995;1;10.031781911849976;1795600
20000;40000;280000;0.27999999999999997;1;11.571030855178833;1770824
20000;40000;280000;0.3;1;11.819826126098633;1745752
20000;40000;280000;0.32;1;11.533070087432861;1725880
20000;40000;280000;0.34;1;11.420703172683716;1705736
20000;40000;280000;0.36000000000000004;1;11.167839050292969;1687128
20000;40000;280000;0.38000000000000006;1;9.854345083236694;1669520
20000;40000;280000;0.4000000000000001;1;11.350517988204956;1655568
20000;40000;280000;0.4200000000000001;1;11.056046962738037;1644528
20000;40000;280000;0.4400000000000001;1;9.45763087272644;1632064
20000;40000;280000;0.46000000000000013;1;10.908663988113403;1620016
20000;40000;280000;0.48000000000000015;1;9.938771963119507;1615240
20000;40000;280000;0.5000000000000001;1;10.55616307258606;1606008
20000;40000;280000;0.5200000000000001;1;12.546020030975342;1604432
20000;40000;280000;0.5400000000000001;1;12.629868984222412;1602880
20000;40000;280000;0.5600000000000002;1;11.333636045455933;1606752
20000;40000;300000;0.02;1;10.72127628326416;2887248
20000;40000;300000;0.04;1;11.307595014572144;2642656
20000;40000;280000;0.5800000000000002;1;13.877373933792114;1613320
20000;40000;300000;0.06;1;11.353286266326904;2491008
20000;40000;300000;0.08;1;10.687304735183716;2385872
20000;40000;300000;0.1;1;9.71481704711914;2298648
20000;40000;300000;0.12000000000000001;1;11.32882308959961;2226168
20000;40000;300000;0.16;1;11.679501056671143;2115344
20000;40000;300000;0.14;1;11.99258804321289;2165592
20000;40000;300000;0.18;1;9.794924974441528;2068520
20000;40000;300000;0.19999999999999998;1;12.386187076568604;2030480
20000;40000;300000;0.21999999999999997;1;11.90351915359497;1990720
20000;40000;300000;0.23999999999999996;1;10.141785860061646;1956288
20000;40000;300000;0.25999999999999995;1;12.52786111831665;1928048
20000;40000;300000;0.27999999999999997;1;11.332635879516602;1897880
20000;40000;300000;0.3;1;10.166316986083984;1869560
20000;40000;300000;0.32;1;10.975189924240112;1849000
20000;40000;300000;0.34;1;12.682481050491333;1826208
20000;40000;300000;0.36000000000000004;1;11.25453495979309;1808384
20000;40000;300000;0.38000000000000006;1;11.039861917495728;1789880
20000;40000;300000;0.4000000000000001;1;12.361851930618286;1771736
20000;40000;300000;0.4200000000000001;1;10.127839803695679;1757312
20000;40000;300000;0.4400000000000001;1;11.754966974258423;1747208
20000;40000;300000;0.48000000000000015;1;12.023592233657837;1727768
20000;40000;300000;0.46000000000000013;1;12.334317922592163;1735336
20000;40000;300000;0.5000000000000001;1;10.882280826568604;1723208
20000;40000;300000;0.5200000000000001;1;12.737713813781738;1720400
20000;40000;300000;0.5400000000000001;1;14.182216882705688;1720168
20000;40000;320000;0.02;1;13.979353189468384;3079248
20000;40000;300000;0.5800000000000002;1;19.619353771209717;1730800
20000;40000;320000;0.04;1;15.31311583518982;2814216
20000;40000;320000;0.06;1;15.324956178665161;2656992
20000;40000;300000;0.5600000000000002;1;22.623921155929565;1722320
20000;40000;320000;0.08;1;16.86643695831299;2541704
20000;40000;320000;0.1;1;16.061789989471436;2453144
20000;40000;320000;0.12000000000000001;1;12.181183815002441;2372896
20000;40000;320000;0.14;1;12.002971172332764;2311200
20000;40000;320000;0.16;1;11.279065132141113;2257904
20000;40000;320000;0.18;1;12.91298508644104;2207376
20000;40000;320000;0.19999999999999998;1;13.110265970230103;2160480
20000;40000;320000;0.21999999999999997;1;12.395442008972168;2122248
20000;40000;320000;0.23999999999999996;1;12.616343021392822;2088288
20000;40000;320000;0.25999999999999995;1;11.84391188621521;2055136
20000;40000;320000;0.27999999999999997;1;12.830109119415283;2024856
20000;40000;320000;0.3;1;12.470118999481201;1997128
20000;40000;320000;0.32;1;12.900718927383423;1972120
20000;40000;320000;0.34;1;11.175771951675415;1945688
20000;40000;320000;0.36000000000000004;1;10.979235887527466;1926968
20000;40000;320000;0.38000000000000006;1;11.181435823440552;1907544
20000;40000;320000;0.4000000000000001;1;12.622627019882202;1892864
20000;40000;320000;0.4200000000000001;1;13.186660289764404;1876184
20000;40000;320000;0.4400000000000001;1;11.375905990600586;1862728
20000;40000;320000;0.46000000000000013;1;13.237987995147705;1850704
20000;40000;320000;0.48000000000000015;1;11.639394044876099;1844496
20000;40000;320000;0.5000000000000001;1;11.704477310180664;1837896
20000;40000;320000;0.5200000000000001;1;12.767537832260132;1833576
20000;40000;320000;0.5400000000000001;1;14.07551908493042;1834528
20000;40000;320000;0.5600000000000002;1;13.68911600112915;1836952
20000;40000;320000;0.5800000000000002;1;11.973497867584229;1843840
20000;40000;340000;0.02;1;10.38141393661499;3278864
20000;40000;340000;0.04;1;10.97458004951477;2991248
