concatenated_bitstrings;num_included;num_excluded;duration;tries
010100110010110010110000011110000110110110000111000000101100001011100001000001111101100000101001111001000000100000001100100101110100011111111100100001010101011010001010100010010001110001100000000010000000010010000001,11001010110000101011101100100001001111111000001110011111011110001110001010100100100101000101001110010010,0001100101001100111101101010101110011110111010000011011011000000,0000110110011110000011000000000110110111110010010100100001010101,101111000110010001000000,001001111110100111000011,0010111000001001,00010101,11010000,00100000,00000010;50;100;0.015119791030883789;1
010001100001100100000100110001001010001000000101011011010001010110010111000100010001000000000001010110100100000010111101001100000101110001110011011010010000010101000001100000011111100011000000111011001011100010001010,000001111001100111000011000000111010010111010100001000110001001000010101101011011100111100111111100000110011010111110000,1110100100110101101011001000100001001110110011001100011111001111,010000010101101010111000010110111000001010101100111110011010001100000010,10110001000010000011101001111011,00000011111100110110010011001011,001110010010011101101000,1000010011100110,10000110,00110100,10000110;50;100;0.006063699722290039;1
011100100011100001100000000000001010001011010011010001011001100100000011001010110001100000100000001100010111110010000100001101000000000001000011010000000000010101010000111000111001001001010010000101001000010111111010,1111101111110101111011000010011011000000010000100100111001100000001011001000100011010010011111111001101101100000,0100011101000111101101101001111010011011011000100111001100000101,100111101011100111011011001001010010011100000100,01101110011000001100010101100110,110110100011000101000011,0000101010110011,01110100,10100100,00010101;50;100;0.0050656795501708984;1
000101010110100000110011100110010100000001000010100001000010000000000110000011010010110010100001000000001110011010110100000101000011000000101100101110101010010000010011111010100100000100010011101000000101001110101110,0001000001110100010100001110111100100001100011110110101111111111010101001101110010001010000110101100011110010010,0111000111101100100101110111111010011001010011010011000000101101,1110111010101001101011011001110100100111001010011000011110000110,10100111011101000100110000011000,01001111010001110001001010101110,1000000110001101,01110001,10110100,10001100;50;100;0.005517482757568359;1
011001011011000111101011001100001010011111000110011101000010000011100000000000111011001011011010000100001001000000000101000000010101001001100100101010000101000101000100010100101000100001001010100010100000100000000100,11011000000010111110111100001111000001100110001010001100100001110011101101100010010110111100000001001100,1111111100110000111000000000100001011100011000010101111111101100010100010001101000001111,010110100001110110111010100000001110010000110011,0000011001010100101101110011010001110011,00001000101001100001001000001100,1010010000010101,1010101010000011,00001110,00010000;50;100;0.008576631546020508;1
111010010000100010001111010010100100010100001000000111001101001101000000000100110110010101110110001010101000011010000010100010000001000010010100100001001010000010110101100000011010010010000100101100101011111100000100,0110111110101100010011011101111010100001001010010000110010000001001101110111011010000111010011001101010101110011,001101010101011000011000111011001101011111011000001010101001011111101010,0110111000011101011110100000001001000101000000111000011111101111,110110010110101001001110000100000111101100110000,00010101111001100001011000011001,100010110001100000010110,0110110010111000,01000011,00001000,00010000;50;100;0.010583639144897461;1
101010000000000000000000110010111001110111000000110001010000001010011100010110100111001010011111010011011101101000010001000000000000001010101000010011101010000110000101110001001010110111000001000000101001000100001110,1000100011011101100101110010001011001110110100011100001100101100101100110101001010000111111010111000010011011010,0011000011101010000101010000011001101011111011110000110000111100011101110010001011100101,0000110100001101000110000010001101011111100110011111010000011000,10110110000001101100111011101000,00000011011001000000111011111101,1101001111001000,001101111000011010000000,00001011,1110000001011001,00100000,11000010;50;100;0.013587236404418945;1
011101110000110010111000100001000011000001000101100000101110000011001010100001101100000001001000001110111001001010111000000001001010000001100000100000010000011000110000100001110100001100011010010101000011001100000001,0100100101011111101011001010011001010100110100111010100111111110011010111100001010000010110011000110000111001000,110111011001011000100101000111110010011101001011010010101111110100000100,101111110110001000101001101100100011100110000000,10010001010010010010111111000101,011011011101000001010100,1100101100100100,1100010010001010,00010010,01000000;50;100;0.005064964294433594;1
110000101001000000001000100011100101010011100000100000100001111110010101000001101100000000100000101010100001001110001100110101100100101110110001010010001001000010000001110111100100001000100000000100111110110001101011,11011100100100100110101111110001001001011100011011001101101111100110100100011111010101001011100111010001,10100011011000111101101011011100101100100010000011101010101110001110010000111000,01101100011011000110100011001111110001110010000011001111,0011000100100100101011101100000000010111,101000001010011110010100,0111100100100000,11101100,01101000,00100101,10000000;50;100;0.006013154983520508;1
100001001001000010001010000100111000010011101110010000110100001010011001001010000000110001000010100001000001011010011100001001000101111001100100110111101001000100001100100000011011000100100101000110011000000101001101,0011110110011100110000110011100101010011001010000110000010000011100001101010001110010111101000101100011010110110,0110001000000011111000101010001111010101111110000101101010110000,01111100000111001101000111100001010100001111110101111110,1011111001100010111000000000110010110101,10001010001001111111011000000100,000001100101111000010101,000001101011100001100100,00010011,01100010;50;100;0.008097648620605469;1
