cascade1_bitstrings;cascade2_bitstrings;r1;s1;r2;s2;duration;total_tries;identical
10010000,00000000,00000000,;10001001,10000101,00010000,00010000;3;4;3;4;0.00052642822265625;2;1
00110100,00000100,00000001,;01001110,00000011,00100000,00000000;0;0;0;0;0.0;0;0
